Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,"Great Addition to any Home!
  
",10.Dec.19,Yes,"Love the small, compact design with all of the amazing features of Alexa built in. Great audio quality with easy connection to your favorite music streaming service. Explore all of the different features within the easy to use app and learn all the tips and tricks by just asking! Love my Amazon Echo!",0
5,"Igual me encanta
  
",10.Dec.19,Yes,Me agrada su forma lastima que no entienda bien algunas cosas,0
5,"Buen sonido
  
",10.Dec.19,Yes,Muy buen sonido,0
5,"Bueno
  
",10.Dec.19,Yes,Muy bueno,0
2,"Just increase in price from last version
  
",10.Dec.19,Yes,No much upgrade from a previous gen models,0
4,"Tengo que conocerlo mas
  
",10.Dec.19,Yes,Sabes le ablo y no me entiende,0
5,"You not going to regret
  
",10.Dec.19,Yes,"Sound is excellent, easy installation",0
4,"Good sound
  
",10.Dec.19,Yes,Sound is really good. But i have a problem with keeping it hooked up with my wifi.,0
5,"Great for a party
  
",10.Dec.19,Yes,The echo is amazing the sound could be a little louder other than that we love it,0
5,"Echo in the house
  
",10.Dec.19,Yes,"The Echo is easy to set up and use. I started using it with Amazon Music, which comes with Amazon Prime, that I have not had the chance to use until now. Now I don't know how I could have lived without Echo for so long. Perfect Christmas gift for myself. Love it.",0
4,"Great sound
  
",10.Dec.19,Yes,The only thing I would say had to say turn down a lot pretty loud.,0
5,"Very I happy I made this purchase!
  
",10.Dec.19,Yes,"The sound quality of music is incredible. It also got me to start upgrading my home to a ""Smart Home"". I love it.... the routines are awesome and a lot of fun.",0
5,"Works as advertised
  
",10.Dec.19,Yes,"The third generation Alexa was easy to connect to our home network and, so far, has performed as advertised. We will give it a good test when everyone arrives for Xmas - especially the grandchildren with their requests.",0
5,"Best Echo Yet
  
",10.Dec.19,Yes,This ECHO pumps out amazing sound. It's a nice size and you can tuck it away in a living room or family room and not have it look out of place. Amazon has built a great product here.,0
5,"Sounds great!
  
",10.Dec.19,Yes,"This thing is so handy to have around, I bought this one for a gift for a friend.  Anything you need to know is just a question away.  It sounds great and I'm not constantly having to charge a portable speaker to sync to my ipad or other devices for music.",0
5,"Love it!!!
  
",10.Dec.19,Yes,"Used for shopping, music, daily news  ect. Dislike not understanding my voice sometime.",0
2,"Don_ waste your money _ and time.
  
",10.Dec.19,Yes,Very limited _ok for playing music most others cost more money to us apps. Mostly it doesn_ understand ����������__,0
5,"Expansive sounds great functionality
  
",10.Dec.19,Yes,Way better sound and a great price.,0
5,"Very easy to set up!
  
",10.Dec.19,Yes,We really enjoy our new Echo! Fun to use and great sound!,0
5,"Si Bueno Wey
  
",11.Dec.19,Yes,"Alexa... Well you already know about Alexa. The Black Friday deal was great. The smart bulbs are a little difficult to connect and the app for the smart bulbs is abhorred, but all and all a cool buy. Makes life a tiny bit easier.",0
5,"Funciona perfecta mi Alexa
  
",11.Dec.19,Yes,Amo mi Alexa echo,0
5,"Easy to use.
  
",11.Dec.19,Yes,"At first my wife was skeptical about being able to use it but now she loves it. I like being able to get info without having to go to my computer or iPad to find out about things I want to know about such as weather and news. Shopping list, reminders, alarms are just a few of the functions it can perform.",0
5,"Great speaker with awsome sound.
  
",11.Dec.19,Yes,"Better than 2nd Gen. Great Bass awsome sound. Paired with fire stick for sound, highly recommend using for movies and sports. Volume 3 is loud, volume 6 is really loud. Love the speaker.",0
5,"I love it
  
",11.Dec.19,Yes,"Easy to set up , easy to use",0
5,"It_ easy
  
",11.Dec.19,Yes,Easy to use for party,0
5,"Q es un artículo maravilloso
  
",11.Dec.19,Yes,Es increíble este artículo maravilloso,0
5,"Echo
  
",11.Dec.19,Yes,Exactly as advertise.,0
5,"Excelente
  
",11.Dec.19,Yes,Excelente,0
5,"Calidad
  
",11.Dec.19,Yes,Excelente y muy graciosa,0
5,"Family Room Fun
  
",11.Dec.19,Yes,Excellent sound quality and good source to information.,0
5,"Good quality and nice sound......
  
",11.Dec.19,Yes,Good product.....get one......,0
5,"Cool guy
  
",11.Dec.19,Yes,Good stuff,0
5,"Awesome!
  
",11.Dec.19,Yes,"Great buy, our second echo and love its functionality and all around features only issu is integration with other products which can be improved",0
4,"great for office
  
",11.Dec.19,Yes,great for small office,0
5,"Review
  
",11.Dec.19,Yes,Great product,0
5,"Great sound
  
",11.Dec.19,Yes,great product--very good sound,0
5,"Great purchase
  
",11.Dec.19,Yes,Great sound.  I love all the Alexa products.  Linked up with all my devices in seconds.,0
2,"Decreasing quality in products from Amazon
  
",11.Dec.19,Yes,"Honestly, I thought I got better sound performance from my Gen1 echo than this one. My old one broke and the program to trade in plus black Friday made this a good deal so hard to complain too much.Overall I would NOT call this a premium product. It's passable and the interface with other smart home products is good but it sort of feels like Amazon is cheaping out on the product now that consumer adoption is near saturation. Basically a bait and switch from Amazon; initial model is high quality to attract customers and once you have them, bring out a cheaper model.Pros- easy to setup, even for those who aren't tech savvy- interfaces with other smart products well- good deal on sale- great gift if someone doesn't haveMeh- app is not as controllable as I would like- voice recognition is ok. Basic commands are flawless but anything more is beyond its capabilitiesCons- speaker sound quality- asking questions gives irrelevant responses- media player in app kinda sucks to control. For example, switching from one speaker to multiple room is a little challenging in app once the music is playingI felt the same way about the echo auto. Not well engineered, just forced a product out and people are left disappointed with the results. Won't be purchasing again once this one breaks.",1
5,"Good Sound Quality for the price
  
",11.Dec.19,Yes,I bought this one in Black Friday week. Work like a charm,0
1,"More hype than anything
  
",11.Dec.19,Yes,I found this useless and returned it.,0
5,"Bad internet? No worries.
  
",11.Dec.19,Yes,I gotta say the sound quality is the best part. This is a must have as far as convenience. I have really bad internet too so and it took a bit to connect but now that it's connected I haven't had a single issue. Internet was my biggest fear with buying it but it's not a problem at all. This thing is loud asf too...which is awesome.I bought it for myself but I'm sure it'll make a great gift!In my video I was playing We Descend from Shadow Of Intent,0
3,"Not quite satisfied with ECHO smart speaker &amp; Alexa!
  
",11.Dec.19,Yes,I have a problem when I request music it will only play for a couple of hours then shut down! ???????,0
5,"Smarter than Siri
  
",11.Dec.19,Yes,I have both apple home pod and this Alexa and find that the Alexa is more able to respond to my requests for info.,0
5,"Very good sound quality
  
",11.Dec.19,Yes,I like everything,0
5,"It works as described.
  
",11.Dec.19,Yes,I like the ease with which aalexa finds my books and music.,0
5,"For me is the best
  
",11.Dec.19,Yes,I love everything,0
4,"Fantastic technology
  
",11.Dec.19,Yes,I love it my father is blind and I know he will love it,0
5,"Definitely buy it
  
",11.Dec.19,Yes,"I love the sound and that it works seamlessly with everything, highly recommend getting or upgrading from a google home or a older echo. It is worth getting the 3rd gen. Amazing!",0
1,"CUSTOMER SERVICE AGENT - WORST
  
",11.Dec.19,Yes,"I spoke with someone via chat about the 4 echo's I purchased and they are rude, not helpful and very impolite!!!!!Ashish | Customer ServiceMaragadham | Customer ServiceWhat happened Amazon??? you always have nice polite and very helpful agents, but today I had the worst experience.I am shocked!!!!!",3
5,"Happy Customer Here!
  
",11.Dec.19,Yes,"I was hesitant to buy this but so glad I did. Great addition to the home. Nice sound quality, too. I have an echo and a dot in my home and theyre always synced up. The notifications are also pretty handy. One thing i cant do is change its voice, but with time i think theyll add that feature.",0
5,"Great sound quality
  
",11.Dec.19,Yes,I wish I would have purchased this speaker a long time ago _ I have really been missing out. I_ not a speaker _uru but it gets pretty loud and sounds great to me and that_ all I need. I also love that I can use Alexa too! I have the charcoal color and I would definitely recommend.,0
5,"It_ fun!
  
",11.Dec.19,Yes,"I_ very impressed with this gizmo. At the age of 70, I am not a Techie but I was able to install and set it up with no problem. It_ fun to talk to, and the sound quality is very good. Thinking of buying another for a gift.",0
5,"Great Sound!
  
",11.Dec.19,Yes,"I've had gen 1 dots, gen 1, 2 and 3 Echo's....and I have to say, the sound of the Echo gen 3 is fabulous.  When I first got my first gen 1 Echo a few years ago, I thought, and still do, this thing has great sound.  In my opinion, the generation 2 Echo never did really produce great sound...adequate, but I still think my generation one Echo has better sound.This 3rd generation Echo though blows the socks off anything pervious.  Wow....try it, you'll like it!",0
